suggestion_id,task_id,user_id,prompt_group,suggestion_type,resume_section,matched_keyword,original_expression,revised_expression,specificity_score,jd_match_score,actionability_score,adopted,status
sg_65ba269246,t_00461,u_0328,A,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,3,5,False,rejected
sg_75a03f8b21,t_00461,u_0328,A,工具表达,技能,BI,简历中暂未明确体现“BI”相关能力。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,5,3,5,True,adopted
sg_d53d47144b,t_00463,u_0330,A,技能补强,技能,SQL,简历中暂未明确体现“SQL”相关能力。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,5,3,5,True,adopted
sg_f0d5e2f508,t_00463,u_0330,A,技能补强,技能,Python,简历中暂未明确体现“Python”相关能力。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,5,3,5,True,adopted
sg_7ff1d903ba,t_00463,u_0330,A,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,3,5,False,rejected
sg_1d5d4cec76,t_00463,u_0330,A,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,3,5,True,adopted
sg_113ffe6ffd,t_00463,u_0330,A,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,3,5,False,rejected
sg_70c558f42f,t_00463,u_0330,A,工具表达,技能,BI,简历中暂未明确体现“BI”相关能力。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,5,3,5,True,adopted
sg_f808977f5a,t_00464,u_0331,A,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,3,5,False,rejected
sg_588d7efa1a,t_00464,u_0331,A,业务表达,项目经历,用户增长,简历中暂未明确体现“用户增长”相关能力。,拆解访问、上传简历、生成建议、采纳建议和导出报告路径，识别核心流失环节并提出优化方案。,5,3,5,True,adopted
sg_d5a6391b95,t_00464,u_0331,A,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,3,5,True,adopted
sg_efc261f71d,t_00467,u_0333,B,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,5,5,False,rejected
sg_69ad013f8a,t_00467,u_0333,B,业务表达,项目经历,用户增长,简历中已提到“用户增长”，但表达偏概括，缺少业务场景、分析动作或结果。,拆解访问、上传简历、生成建议、采纳建议和导出报告路径，识别核心流失环节并提出优化方案。,4,5,5,False,rejected
sg_90eb832bac,t_00467,u_0333,B,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,5,5,True,adopted
sg_259374449d,t_00468,u_0334,A,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,3,5,True,adopted
sg_877f98b494,t_00468,u_0334,A,AI 产品表达,项目经历,Prompt,简历中已提到“Prompt”，但表达偏概括，缺少业务场景、分析动作或结果。,设计通用建议型与 JD 匹配型 Prompt，对比建议采纳率、导出率和平均质量评分。,4,3,5,True,adopted
sg_065523a82d,t_00468,u_0334,A,AI 产品表达,项目经历,RAG,简历中暂未明确体现“RAG”相关能力。,预留 API provider 与知识库扩展接口，后续可接入 RAG 生成更贴合 JD 的简历改写建议。,5,3,5,True,adopted
sg_f9aaefe0c5,t_00470,u_0336,A,技能补强,技能,SQL,简历中已提到“SQL”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,4,3,5,False,rejected
sg_57b2e40958,t_00470,u_0336,A,技能补强,技能,Python,简历中已提到“Python”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,4,3,5,False,rejected
sg_8fefcd3a84,t_00470,u_0336,A,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,3,5,False,rejected
sg_d24acc4717,t_00470,u_0336,A,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,3,5,False,rejected
sg_1d2885fb72,t_00470,u_0336,A,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,3,5,True,adopted
sg_f1a7132b19,t_00470,u_0336,A,工具表达,技能,BI,简历中已提到“BI”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,4,3,5,True,adopted
sg_eda4730847,t_00471,u_0337,B,技能补强,技能,SQL,简历中暂未明确体现“SQL”相关能力。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,5,5,5,True,adopted
sg_ae417a0cd8,t_00471,u_0337,B,技能补强,技能,Python,简历中暂未明确体现“Python”相关能力。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,5,5,5,False,rejected
sg_9babed37a6,t_00471,u_0337,B,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,5,5,True,adopted
sg_2cf3f61e54,t_00471,u_0337,B,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,5,5,True,adopted
sg_0de059599e,t_00471,u_0337,B,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,5,5,True,adopted
sg_310d336978,t_00471,u_0337,B,工具表达,技能,BI,简历中暂未明确体现“BI”相关能力。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,5,5,5,True,adopted
sg_aed1012e63,t_00472,u_0337,A,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,3,5,False,rejected
sg_8a1cd529ab,t_00472,u_0337,A,AI 产品表达,项目经历,Prompt,简历中已提到“Prompt”，但表达偏概括，缺少业务场景、分析动作或结果。,设计通用建议型与 JD 匹配型 Prompt，对比建议采纳率、导出率和平均质量评分。,4,3,5,True,adopted
sg_fa66876539,t_00472,u_0337,A,AI 产品表达,项目经历,RAG,简历中暂未明确体现“RAG”相关能力。,预留 API provider 与知识库扩展接口，后续可接入 RAG 生成更贴合 JD 的简历改写建议。,5,3,5,True,adopted
sg_ced607f5a3,t_00475,u_0340,A,技能补强,技能,SQL,简历中暂未明确体现“SQL”相关能力。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,5,3,5,False,rejected
sg_e7d1b9d654,t_00475,u_0340,A,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,3,5,True,adopted
sg_795d46d579,t_00475,u_0340,A,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,3,5,True,adopted
sg_dc5360c3f5,t_00475,u_0340,A,业务表达,项目经历,用户增长,简历中已提到“用户增长”，但表达偏概括，缺少业务场景、分析动作或结果。,拆解访问、上传简历、生成建议、采纳建议和导出报告路径，识别核心流失环节并提出优化方案。,4,3,5,False,rejected
sg_ad8eac9268,t_00475,u_0340,A,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,3,5,False,rejected
sg_b08fd3e39b,t_00475,u_0340,A,工具表达,技能,BI,简历中暂未明确体现“BI”相关能力。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,5,3,5,True,adopted
sg_6a91bd440a,t_00476,u_0340,A,技能补强,技能,SQL,简历中暂未明确体现“SQL”相关能力。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,5,3,5,True,adopted
sg_69c41a0965,t_00476,u_0340,A,技能补强,技能,Python,简历中暂未明确体现“Python”相关能力。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,5,3,5,True,adopted
sg_24a71decf3,t_00476,u_0340,A,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,3,5,True,adopted
sg_e9d2098007,t_00476,u_0340,A,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,3,5,True,adopted
sg_b324c23360,t_00476,u_0340,A,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,3,5,True,adopted
sg_d1fee559c8,t_00476,u_0340,A,工具表达,技能,BI,简历中暂未明确体现“BI”相关能力。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,5,3,5,True,adopted
sg_5a10542b3a,t_00480,u_0343,B,技能补强,技能,SQL,简历中暂未明确体现“SQL”相关能力。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,5,5,5,False,rejected
sg_086cde570c,t_00480,u_0343,B,技能补强,技能,Python,简历中暂未明确体现“Python”相关能力。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,5,5,5,False,rejected
sg_e6a546c3fb,t_00480,u_0343,B,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,5,5,True,adopted
sg_68ff266475,t_00480,u_0343,B,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,5,5,True,adopted
sg_36e7e53cf8,t_00480,u_0343,B,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,5,5,True,adopted
sg_d5752b6ff2,t_00480,u_0343,B,工具表达,技能,BI,简历中暂未明确体现“BI”相关能力。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,5,5,5,True,adopted
sg_a3d27b1b47,t_00487,u_0348,B,技能补强,技能,SQL,简历中已提到“SQL”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,4,5,5,False,rejected
sg_4bcf4f9f35,t_00487,u_0348,B,技能补强,技能,Python,简历中已提到“Python”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,4,5,5,True,adopted
sg_7a1504610e,t_00487,u_0348,B,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,5,5,True,adopted
sg_3da5a87d71,t_00487,u_0348,B,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,5,5,False,rejected
sg_5abd15f984,t_00487,u_0348,B,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,5,5,True,adopted
sg_4a3ca32e92,t_00487,u_0348,B,工具表达,技能,BI,简历中已提到“BI”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,4,5,5,False,rejected
sg_0ff8fe4a96,t_00488,u_0348,A,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,3,5,True,adopted
sg_ae0173502a,t_00488,u_0348,A,AI 产品表达,项目经历,Prompt,简历中暂未明确体现“Prompt”相关能力。,设计通用建议型与 JD 匹配型 Prompt，对比建议采纳率、导出率和平均质量评分。,5,3,5,False,rejected
sg_f16cd0531f,t_00488,u_0348,A,AI 产品表达,项目经历,RAG,简历中暂未明确体现“RAG”相关能力。,预留 API provider 与知识库扩展接口，后续可接入 RAG 生成更贴合 JD 的简历改写建议。,5,3,5,False,rejected
sg_350f65fafa,t_00490,u_0349,B,技能补强,技能,SQL,简历中已提到“SQL”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,4,5,5,True,adopted
sg_fa0fdc128f,t_00490,u_0349,B,技能补强,技能,Python,简历中已提到“Python”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,4,5,5,False,rejected
sg_fba1434e95,t_00490,u_0349,B,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,5,5,False,rejected
sg_25a602aebc,t_00490,u_0349,B,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,5,5,True,adopted
sg_df2c140572,t_00490,u_0349,B,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,5,5,False,rejected
sg_26dcace428,t_00490,u_0349,B,工具表达,技能,BI,简历中已提到“BI”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,4,5,5,False,rejected
sg_fd5f755d18,t_00493,u_0351,B,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,5,5,False,rejected
sg_95f16da7dd,t_00493,u_0351,B,AI 产品表达,项目经历,Prompt,简历中暂未明确体现“Prompt”相关能力。,设计通用建议型与 JD 匹配型 Prompt，对比建议采纳率、导出率和平均质量评分。,5,5,5,True,adopted
sg_c71dd934ed,t_00493,u_0351,B,AI 产品表达,项目经历,RAG,简历中暂未明确体现“RAG”相关能力。,预留 API provider 与知识库扩展接口，后续可接入 RAG 生成更贴合 JD 的简历改写建议。,5,5,5,False,rejected
sg_ce34636716,t_00494,u_0352,A,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,3,5,False,rejected
sg_de8bf37b1d,t_00494,u_0352,A,业务表达,项目经历,用户增长,简历中暂未明确体现“用户增长”相关能力。,拆解访问、上传简历、生成建议、采纳建议和导出报告路径，识别核心流失环节并提出优化方案。,5,3,5,False,rejected
sg_d5c58bcae8,t_00494,u_0352,A,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,3,5,False,rejected
sg_85977d0527,t_00502,u_0358,B,技能补强,技能,SQL,简历中暂未明确体现“SQL”相关能力。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,5,5,5,False,rejected
sg_76959b91eb,t_00502,u_0358,B,技能补强,技能,Python,简历中暂未明确体现“Python”相关能力。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,5,5,5,True,adopted
sg_c790ab2553,t_00502,u_0358,B,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,5,5,True,adopted
sg_8224b1040b,t_00502,u_0358,B,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,5,5,True,adopted
sg_c11c4a2a15,t_00502,u_0358,B,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,5,5,True,adopted
sg_e7c6118e32,t_00502,u_0358,B,工具表达,技能,BI,简历中暂未明确体现“BI”相关能力。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,5,5,5,True,adopted
sg_25beaea16f,t_00503,u_0359,A,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,3,5,False,rejected
sg_53b03f283a,t_00503,u_0359,A,业务表达,项目经历,用户增长,简历中已提到“用户增长”，但表达偏概括，缺少业务场景、分析动作或结果。,拆解访问、上传简历、生成建议、采纳建议和导出报告路径，识别核心流失环节并提出优化方案。,4,3,5,False,rejected
sg_0b2219105b,t_00503,u_0359,A,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,3,5,True,adopted
sg_f3cc3dd4d4,t_00505,u_0361,A,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,3,5,True,adopted
sg_320438c5fd,t_00505,u_0361,A,AI 产品表达,项目经历,Prompt,简历中暂未明确体现“Prompt”相关能力。,设计通用建议型与 JD 匹配型 Prompt，对比建议采纳率、导出率和平均质量评分。,5,3,5,True,adopted
sg_b7752521b8,t_00505,u_0361,A,AI 产品表达,项目经历,RAG,简历中暂未明确体现“RAG”相关能力。,预留 API provider 与知识库扩展接口，后续可接入 RAG 生成更贴合 JD 的简历改写建议。,5,3,5,True,adopted
sg_c18358c935,t_00506,u_0362,A,技能补强,技能,SQL,简历中暂未明确体现“SQL”相关能力。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,5,3,5,False,rejected
sg_d260c2809b,t_00506,u_0362,A,技能补强,技能,Python,简历中暂未明确体现“Python”相关能力。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,5,3,5,True,adopted
sg_581e697513,t_00506,u_0362,A,项目表达,项目经历,数据分析,简历中暂未明确体现“数据分析”相关能力。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,5,3,5,True,adopted
sg_4903582941,t_00506,u_0362,A,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,3,5,True,adopted
sg_ddcc00b597,t_00506,u_0362,A,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,3,5,False,rejected
sg_944e152a04,t_00506,u_0362,A,工具表达,技能,BI,简历中暂未明确体现“BI”相关能力。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,5,3,5,True,adopted
sg_388e0dff79,t_00507,u_0363,A,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,3,5,False,rejected
sg_bb26a3ee71,t_00507,u_0363,A,AI 产品表达,项目经历,Prompt,简历中暂未明确体现“Prompt”相关能力。,设计通用建议型与 JD 匹配型 Prompt，对比建议采纳率、导出率和平均质量评分。,5,3,5,True,adopted
sg_853a62be3d,t_00507,u_0363,A,AI 产品表达,项目经历,RAG,简历中暂未明确体现“RAG”相关能力。,预留 API provider 与知识库扩展接口，后续可接入 RAG 生成更贴合 JD 的简历改写建议。,5,3,5,True,adopted
sg_bb4b684215,t_00508,u_0364,B,技能补强,技能,SQL,简历中暂未明确体现“SQL”相关能力。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,5,5,5,True,adopted
sg_72390697b8,t_00508,u_0364,B,技能补强,技能,Python,简历中暂未明确体现“Python”相关能力。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,5,5,5,True,adopted
sg_9c9f0f79f4,t_00508,u_0364,B,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,5,5,True,adopted
sg_233dbb7f96,t_00508,u_0364,B,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,5,5,True,adopted
sg_6b87c60b26,t_00508,u_0364,B,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,5,5,True,adopted
sg_f4838d3371,t_00508,u_0364,B,工具表达,技能,BI,简历中暂未明确体现“BI”相关能力。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,5,5,5,True,adopted
sg_958861f5f4,t_00510,u_0366,A,技能补强,技能,SQL,简历中已提到“SQL”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,4,3,5,False,rejected
sg_70f940e174,t_00510,u_0366,A,技能补强,技能,Python,简历中已提到“Python”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,4,3,5,True,adopted
sg_863104cba5,t_00510,u_0366,A,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,3,5,True,adopted
sg_34ff781417,t_00510,u_0366,A,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,3,5,True,adopted
sg_bd148dde5e,t_00510,u_0366,A,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,3,5,True,adopted
sg_1eb28cbb27,t_00510,u_0366,A,工具表达,技能,BI,简历中已提到“BI”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,4,3,5,True,adopted
sg_4d33e5a276,t_00511,u_0366,A,技能补强,技能,SQL,简历中已提到“SQL”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,4,3,5,False,rejected
sg_272c9fff0d,t_00511,u_0366,A,技能补强,技能,Python,简历中已提到“Python”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,4,3,5,True,adopted
sg_ea5a2b7a70,t_00511,u_0366,A,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,3,5,True,adopted
sg_ec3b7add5d,t_00511,u_0366,A,方法补充,项目经历,A/B 实验,简历中暂未明确体现“A/B 实验”相关能力。,设计 A/B 实验比较通用建议型 Prompt 与 JD 匹配型 Prompt，评估建议采纳率和报告导出率差异。,5,3,5,True,adopted
sg_1d11531842,t_00511,u_0366,A,指标补强,项目经历,指标体系,简历中暂未明确体现“指标体系”相关能力。,构建覆盖漏斗转化、建议采纳、Prompt A/B、建议质量和用户分群的指标体系。,5,3,5,False,rejected
sg_a8bfb59b58,t_00511,u_0366,A,工具表达,技能,BI,简历中已提到“BI”，但表达偏概括，缺少业务场景、分析动作或结果。,使用 Streamlit 和 Plotly 搭建本地分析看板，展示漏斗、A/B 实验、用户分群和建议质量分析。,4,3,5,True,adopted
sg_0b0fc30d88,t_00512,u_0367,A,技能补强,技能,SQL,简历中暂未明确体现“SQL”相关能力。,使用 SQL 搭建用户行为数据查询逻辑，完成核心漏斗指标口径校验，支持产品优化决策。,5,3,5,False,rejected
sg_9bc2e9aa47,t_00512,u_0367,A,技能补强,技能,Python,简历中暂未明确体现“Python”相关能力。,使用 Python 和 pandas 完成用户行为日志清洗、指标计算和可视化数据准备，提升分析效率。,5,3,5,False,rejected
sg_7e477bedb4,t_00512,u_0367,A,项目表达,项目经历,数据分析,简历中已提到“数据分析”，但表达偏概括，缺少业务场景、分析动作或结果。,围绕简历优化路径建立漏斗和采纳指标，定位建议采纳环节流失，并提出结构化建议展示方案。,4,3,5,False,rejected
